IDno,date_in,get,sex_age,date_out,year_month,Month,Year,month_year,distemper,rabies,venereal_cancer,Female,Adult,Owned,Pregnant
347,27/9/2013,hand,F,29/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
348,28/9/2013,hand,My,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,0,0
349,28/9/2013,hand,F,18/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
350,28/9/2013,hand,F,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
351,28/9/2013,hand,F,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
352,28/9/2013,hand,M,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
353,28/9/2013,hand,M,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
354,28/9/2013,hand,M,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
355,28/9/2013,hand,F,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
356,28/9/2013,hand,Mpup,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,0,0
357,28/9/2013,hand,F,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,0
358,28/9/2013,hand,F,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,0
359,28/9/2013,hand,F,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
360,30/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
361,30/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
362,30/9/2013,hand,M,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,0,1,0,0
363,30/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,1,0
364,30/9/2013,hand,F,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
365,30/9/2013,hand,M,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,0,1,0,0
366,30/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
367,30/9/2013,hand,M,1/10/2013,2013_10,9,2013,Sep-13,0,0,0,0,1,0,0
368,30/9/2013,hand,M,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,0,1,0,0
369,30/9/2013,hand,M,3/10/2013,2013_10,9,2013,Sep-13,0,0,0,0,1,0,0
370,30/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
371,30/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
372,30/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
373,30/9/2013,hand,M,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,0,1,0,0
374,30/9/2013,owner,M,30/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
375,1/10/2013,hand,M,3/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
376,1/10/2013,hand,F,3/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
377,1/10/2013,hand,F,3/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
378,1/10/2013,hand,F,3/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
379,1/10/2013,hand,F,3/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
380,1/10/2013,hand,Fpup,3/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
381,1/10/2013,hand,My,1/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
383,1/10/2013,hand,M,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
384,1/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
385,1/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
386,1/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
387,1/10/2013,hand,Fy,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
388,1/10/2013,net,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
389,2/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
390,2/10/2013,hand,Fy,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
391,2/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
392,2/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
393,2/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
394,2/10/2013,hand,M,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
395,2/10/2013,hand,M,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
396,2/10/2013,hand,My,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
398,2/10/2013,hand,M,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
399,2/10/2013,hand,M,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
400,2/10/2013,hand,F,4/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
401,3/10/2013,hand,F,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
402,3/10/2013,hand,Fy,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,1,0
403,3/10/2013,hand,My,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
404,3/10/2013,hand,M,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
405,3/10/2013,hand,My,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
406,3/10/2013,hand,M,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
407,3/10/2013,hand,F,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
408,3/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
409,3/10/2013,hand,F,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
410,3/10/2013,hand,M,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
411,3/10/2013,owner,M,5/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
412,4/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
428,4/10/2013,hand,F,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
429,4/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
430,4/10/2013,hand,F,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
431,4/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
432,4/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
413,5/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
414,5/10/2013,hand,F,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
415,5/10/2013,hand,F,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
416,5/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
417,5/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
418,5/10/2013,hand,F,16/10/2013,2013_10,10,2013,Oct-13,0,0,1,1,1,0,0
419,5/10/2013,hand,F,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
420,5/10/2013,hand,F,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
421,5/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
422,5/10/2013,hand,Fpup,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
423,5/10/2013,hand,Fpup,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
425,5/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
426,5/10/2013,hand,F,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
427,5/10/2013,hand,M,7/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
433,6/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
434,6/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
435,6/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
436,6/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
437,6/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
438,6/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
439,6/10/2013,hand,My,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
440,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
441,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
442,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
443,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
444,7/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
446,7/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
447,7/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
448,7/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
449,7/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
450,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
451,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
452,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
453,7/10/2013,hand,F,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
454,7/10/2013,hand,M,8/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
455,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
456,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
457,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
458,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
459,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
460,16/10/2013,hand,M,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
461,16/10/2013,hand,M,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
462,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
463,16/10/2013,hand,M,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
464,16/10/2013,hand,M,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
465,16/10/2013,hand,M,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
466,16/10/2013,hand,Fpup,17/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
467,16/10/2013,hand,M,17/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
468,16/10/2013,hand,M,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
469,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
470,16/10/2013,hand,F,17/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
471,16/10/2013,hand,M,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
472,16/10/2013,hand,F,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
473,16/10/2013,hand,Fpup,17/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
474,16/10/2013,hand,Mpup,17/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
475,16/10/2013,hand,Mpup,17/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
476,16/10/2013,hand,Mpup,17/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
478,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
479,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
480,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
481,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
482,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
483,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
484,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
485,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
486,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
487,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
488,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
489,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
490,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
491,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
492,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
493,17/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
494,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
495,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
496,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
497,17/10/2013,hand,F,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
498,17/10/2013,hand,Mpup,18/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
499,18/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
500,18/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
501,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
502,18/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
503,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
504,18/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
505,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
507,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
508,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
509,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
510,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
511,18/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
512,18/10/2013,hand,My,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
513,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
514,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
515,18/10/2013,hand,M,19/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
516,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
517,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,1,0,1,1,0
519,18/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
520,18/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
521,18/10/2013,hand,Fy,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
518,19/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
544,19/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
545,19/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
546,19/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
547,19/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,1,1,1,0,1
548,19/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
549,19/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
550,19/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
551,19/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
552,19/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
553,19/10/2013,hand,My,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
554,19/10/2013,hand,F,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
555,19/10/2013,hand,My,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
556,19/10/2013,hand,Fy,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
557,21/10/2013,hand,Fpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
558,21/10/2013,hand,Mpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
559,21/10/2013,hand,Fpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,1,0
560,21/10/2013,hand,Fpup,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,1,0
561,21/10/2013,hand,F,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
562,21/10/2013,hand,Mpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
563,21/10/2013,hand,Fpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
564,21/10/2013,hand,Fpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
565,21/10/2013,hand,Mpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
566,21/10/2013,hand,Fpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
567,21/10/2013,hand,Mpup,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
568,21/10/2013,hand,F,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
569,21/10/2013,hand,M,21/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
570,22/10/2013,hand,M,22/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
571,22/10/2013,hand,M,22/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
572,22/10/2013,hand,F,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
573,22/10/2013,hand,F,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
574,22/10/2013,hand,M,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
575,22/10/2013,hand,M,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
576,22/10/2013,hand,F,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
577,22/10/2013,hand,M,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
578,22/10/2013,hand,M,22/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
579,22/10/2013,hand,M,22/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
580,22/10/2013,hand,M,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
581,22/10/2013,hand,M,22/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
582,22/10/2013,hand,M,26/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
583,22/10/2013,hand,M,23/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
584,22/10/2013,hand,M,22/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
606,22/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
585,23/10/2013,hand,F,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
586,23/10/2013,hand,Mpup,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
587,23/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
588,23/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
589,23/10/2013,net,F,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
590,23/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
591,23/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
592,23/10/2013,hand,My,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
593,23/10/2013,owner,Mpup,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
594,23/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
595,23/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
596,23/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
597,23/10/2013,hand,Fpup,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
598,23/10/2013,hand,M,24/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
599,23/10/2013,hand,Mpup,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
600,23/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
601,23/10/2013,hand,Mpup,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
602,23/10/2013,owner,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
603,23/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
604,23/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
605,23/10/2013,hand,Fpup,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
607,24/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
608,24/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
610,24/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
611,24/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
612,24/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,1
613,24/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
614,24/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
615,24/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
616,24/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
617,24/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
618,24/10/2013,hand,M,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
619,24/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,1,0
620,24/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
621,24/10/2013,hand,Mpup,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
622,24/10/2013,hand,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
623,24/10/2013,hand,M,26/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
624,24/10/2013,hand,M,26/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
625,24/10/2013,hand,Mpup,26/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
626,24/10/2013,hand,Fpup,26/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,1,0
627,24/10/2013,hand,Fpup,26/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
628,25/10/2013,hand,M,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
629,25/10/2013,hand,M,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
630,25/10/2013,hand,F,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
631,25/10/2013,hand,Mpup,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,0,0
632,25/10/2013,hand,F,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
633,25/10/2013,hand,F,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
634,25/10/2013,hand,Fpup,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
635,25/10/2013,hand,Fpup,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,0,0,0
637,25/10/2013,net,F,25/10/2013,2013_10,10,2013,Oct-13,0,0,1,1,1,0,0
638,25/10/2013,owner,M,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
639,25/10/2013,hand,Mpup,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,0,1,0
662,25/10/2013,owner,F,26/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
640,26/10/2013,hand,M,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
641,26/10/2013,hand,M,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
642,26/10/2013,hand,M,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,0,0
643,26/10/2013,hand,F,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
644,26/10/2013,hand,F,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
645,26/10/2013,hand,M,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,0,1,1,0
646,26/10/2013,hand,F,28/10/2013,2013_10,10,2013,Oct-13,0,0,0,1,1,0,0
